ActivityIdentifier,OrganizationIdentifier,CharacteristicName,ResultMeasureValue,ResultMeasureUnitCode,ResultStatusName,ResultValueTypeName,SubmitData
Cas 0.0-20240514-SR,ClallamCoDCD,pH,7.4,None,Final,Actual,1
Cas 0.0-20240514-SR,ClallamCoDCD,Dissolved oxygen (DO),7.9,mg/l,Final,Actual,1
Cas 0.0-20240514-SR,ClallamCoDCD,Specific conductance,442,mS/cm,Final,Actual,1
Cas 0.0-20240514-SR,ClallamCoDCD,Salinity,0.2,ppt,Final,Actual,1
Cas 0.0-20240514-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
Cas 0.0-20240514-SR,ClallamCoDCD,Fecal Coliform,122,cfu/100ml,Final,Actual,1
Cas 0.0-20240709-SR,ClallamCoDCD,"Temperature, water",16,deg C,Final,Actual,1
Cas 0.0-20240709-SR,ClallamCoDCD,pH,7.8,None,Final,Actual,1
Cas 0.0-20240709-SR,ClallamCoDCD,Dissolved oxygen (DO),8.9,mg/l,Final,Actual,1
Cas 0.0-20240709-SR,ClallamCoDCD,Specific conductance,951,mS/cm,Final,Actual,1
Cas 0.0-20240709-SR,ClallamCoDCD,Salinity,0.5,ppt,Final,Actual,1
Cas 0.0-20240709-SR,ClallamCoDCD,Turbidity,20,FNU,Final,Actual,1
Cas 0.0-20240709-SR,ClallamCoDCD,Fecal Coliform,172,cfu/100ml,Final,Actual,1
Cas 0.0-20240813-SR,ClallamCoDCD,"Temperature, water",13.7,deg C,Final,Actual,1
Cas 0.0-20240813-SR,ClallamCoDCD,pH,7.6,None,Final,Actual,1
Cas 0.0-20240813-SR,ClallamCoDCD,Dissolved oxygen (DO),9,mg/l,Final,Actual,1
Cas 0.0-20240813-SR,ClallamCoDCD,Specific conductance,236,mS/cm,Final,Actual,1
Cas 0.0-20240813-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.0-20240813-SR,ClallamCoDCD,Turbidity,3,FNU,Final,Actual,1
Cas 0.0-20240813-SR,ClallamCoDCD,Fecal Coliform,208,cfu/100ml,Final,Actual,1
Cas 0.0-20240813-SR,ClallamCoDCD,Gage height,0.36,ft,Final,Actual,1
Cas 0.0-20240917-SR,ClallamCoDCD,"Temperature, water",12.3,deg C,Final,Actual,1
Cas 0.0-20240917-SR,ClallamCoDCD,pH,7.7,None,Final,Actual,1
Cas 0.0-20240917-SR,ClallamCoDCD,Dissolved oxygen (DO),9.8,mg/l,Final,Actual,1
Cas 0.0-20240917-SR,ClallamCoDCD,Specific conductance,542,mS/cm,Final,Actual,1
Cas 0.0-20240917-SR,ClallamCoDCD,Salinity,0.3,ppt,Final,Actual,1
Cas 0.0-20240917-SR,ClallamCoDCD,Turbidity,7,FNU,Final,Actual,1
Cas 0.0-20240917-SR,ClallamCoDCD,Fecal Coliform,110,cfu/100ml,Final,Actual,1
Cas 0.6-20150611-SR,ClallamCoDCD,Gage height,0.55,ft,Final,Actual,1
Cas 0.6-20150707-SR,ClallamCoDCD,Gage height,0.58,ft,Final,Actual,1
Cas 0.6-20150813-SR,ClallamCoDCD,"Temperature, water",13.7,deg C,Final,Actual,1
Cas 0.6-20150813-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20150813-SR,ClallamCoDCD,Fecal Coliform,20,cfu/100ml,Final,Actual,1
Cas 0.6-20150813-SR,ClallamCoDCD,Gage height,0.44,ft,Final,Actual,1
Cas 0.6-20150910-SR,ClallamCoDCD,"Temperature, water",13.2,deg C,Final,Actual,1
Cas 0.6-20150910-SR,ClallamCoDCD,pH,7.9,None,Final,Actual,1
Cas 0.6-20150910-SR,ClallamCoDCD,Dissolved oxygen (DO),9.3,mg/l,Final,Actual,1
Cas 0.6-20150910-SR,ClallamCoDCD,Specific conductance,240,mS/cm,Final,Actual,1
Cas 0.6-20150910-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20150910-SR,ClallamCoDCD,Turbidity,6,FNU,Final,Actual,1
Cas 0.6-20150910-SR,ClallamCoDCD,Fecal Coliform,194,cfu/100ml,Final,Actual,1
Cas 0.6-20150910-SR,ClallamCoDCD,Nitrite,2.5,mg/l,Final,Actual,1
Cas 0.6-20150910-SR,ClallamCoDCD,Ammonia-nitrogen,9.5,mg/l,Final,Actual,1
Cas 0.6-20150910-SR,ClallamCoDCD,Nitrogen,1608.4,mg/l,Final,Actual,1
Cas 0.6-20150910-SR,ClallamCoDCD,Phosphorus,18.7,mg/l,Final,Actual,1
Cas 0.6-20150910-SR,ClallamCoDCD,Silicate,8700,mg/l,Final,Actual,1
Cas 0.6-20150910-SR,ClallamCoDCD,Gage height,0.58,ft,Final,Actual,1
Cas 0.6-20151008-SR,ClallamCoDCD,"Temperature, water",12.1,deg C,Final,Actual,1
Cas 0.6-20151008-SR,ClallamCoDCD,pH,7.8,None,Final,Actual,1
Cas 0.6-20151008-SR,ClallamCoDCD,Dissolved oxygen (DO),9.5,mg/l,Final,Actual,1
Cas 0.6-20151008-SR,ClallamCoDCD,Specific conductance,240,mS/cm,Final,Actual,1
Cas 0.6-20151008-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20151008-SR,ClallamCoDCD,Turbidity,0,FNU,Final,Actual,1
Cas 0.6-20151008-SR,ClallamCoDCD,Fecal Coliform,122,cfu/100ml,Final,Actual,1
Cas 0.6-20151008-SR,ClallamCoDCD,Nitrite,2.6,mg/l,Final,Actual,1
Cas 0.6-20151008-SR,ClallamCoDCD,Ammonia-nitrogen,5.5,mg/l,Final,Actual,1
Cas 0.6-20151008-SR,ClallamCoDCD,Nitrogen,1768,mg/l,Final,Actual,1
Cas 0.6-20151008-SR,ClallamCoDCD,Phosphorus,41.2,mg/l,Final,Actual,1
Cas 0.6-20151008-SR,ClallamCoDCD,Silicate,6696.3,mg/l,Final,Actual,1
Cas 0.6-20151008-SR,ClallamCoDCD,Gage height,0.63,ft,Final,Actual,1
Cas 0.6-20151123-SR,ClallamCoDCD,"Temperature, water",6.5,deg C,Final,Actual,1
Cas 0.6-20151123-SR,ClallamCoDCD,pH,7.8,None,Final,Actual,1
Cas 0.6-20151123-SR,ClallamCoDCD,Dissolved oxygen (DO),9.8,mg/l,Final,Actual,1
Cas 0.6-20151123-SR,ClallamCoDCD,Specific conductance,269,mS/cm,Final,Actual,1
Cas 0.6-20151123-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20151123-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
Cas 0.6-20151123-SR,ClallamCoDCD,Fecal Coliform,12,cfu/100ml,Final,Actual,1
Cas 0.6-20151123-SR,ClallamCoDCD,Nitrite,5,mg/l,Final,Actual,1
Cas 0.6-20151123-SR,ClallamCoDCD,Ammonia-nitrogen,16.7,mg/l,Final,Actual,1
Cas 0.6-20151123-SR,ClallamCoDCD,Nitrogen,1570.1,mg/l,Final,Actual,1
Cas 0.6-20151123-SR,ClallamCoDCD,Phosphorus,20.4,mg/l,Final,Actual,1
Cas 0.6-20151123-SR,ClallamCoDCD,Silicate,9268.4,mg/l,Final,Actual,1
Cas 0.6-20151123-SR,ClallamCoDCD,Gage height,0.66,ft,Final,Actual,1
Cas 0.6-20151217-SR,ClallamCoDCD,"Temperature, water",6.8,deg C,Final,Actual,1
Cas 0.6-20151217-SR,ClallamCoDCD,pH,7.8,None,Final,Actual,1
Cas 0.6-20151217-SR,ClallamCoDCD,Dissolved oxygen (DO),10.2,mg/l,Final,Actual,1
Cas 0.6-20151217-SR,ClallamCoDCD,Specific conductance,275,mS/cm,Final,Actual,1
Cas 0.6-20151217-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20151217-SR,ClallamCoDCD,Turbidity,4,FNU,Final,Actual,1
Cas 0.6-20151217-SR,ClallamCoDCD,Fecal Coliform,522,cfu/100ml,Final,Actual,1
Cas 0.6-20151217-SR,ClallamCoDCD,Nitrite,7.9,mg/l,Final,Actual,1
Cas 0.6-20151217-SR,ClallamCoDCD,Ammonia-nitrogen,25.3,mg/l,Final,Actual,1
Cas 0.6-20151217-SR,ClallamCoDCD,Nitrogen,2142.3,mg/l,Final,Actual,1
Cas 0.6-20151217-SR,ClallamCoDCD,Phosphorus,51.4,mg/l,Final,Actual,1
Cas 0.6-20151217-SR,ClallamCoDCD,Silicate,8799.7,mg/l,Final,Actual,1
Cas 0.6-20151217-SR,ClallamCoDCD,Gage height,0.8,ft,Final,Actual,1
Cas 0.6-20160125-SR,ClallamCoDCD,"Temperature, water",7,deg C,Final,Actual,1
Cas 0.6-20160125-SR,ClallamCoDCD,Specific conductance,273,mS/cm,Final,Actual,1
Cas 0.6-20160125-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20160125-SR,ClallamCoDCD,Fecal Coliform,122,cfu/100ml,Final,Actual,1
Cas 0.6-20160125-SR,ClallamCoDCD,Nitrite,15.73,mg/l,Final,Actual,1
Cas 0.6-20160125-SR,ClallamCoDCD,Ammonia-nitrogen,26.9,mg/l,Final,Actual,1
Cas 0.6-20160125-SR,ClallamCoDCD,Nitrogen,2442.19,mg/l,Final,Actual,1
Cas 0.6-20160125-SR,ClallamCoDCD,Phosphorus,48,mg/l,Final,Actual,1
Cas 0.6-20160125-SR,ClallamCoDCD,Silicate,7145.1,mg/l,Final,Actual,1
Cas 0.6-20160125-SR,ClallamCoDCD,Gage height,0.74,ft,Final,Actual,1
Cas 0.6-20160217-SR,ClallamCoDCD,"Temperature, water",9.4,deg C,Final,Actual,1
Cas 0.6-20160217-SR,ClallamCoDCD,pH,7.4,None,Final,Actual,1
Cas 0.6-20160217-SR,ClallamCoDCD,Dissolved oxygen (DO),9.9,mg/l,Final,Actual,1
Cas 0.6-20160217-SR,ClallamCoDCD,Specific conductance,299,mS/cm,Final,Actual,1
Cas 0.6-20160217-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20160217-SR,ClallamCoDCD,Turbidity,6,FNU,Final,Actual,1
Cas 0.6-20160217-SR,ClallamCoDCD,Fecal Coliform,84,cfu/100ml,Final,Actual,1
Cas 0.6-20160217-SR,ClallamCoDCD,Nitrite,19.31,mg/l,Final,Actual,1
Cas 0.6-20160217-SR,ClallamCoDCD,Ammonia-nitrogen,46.2,mg/l,Final,Actual,1
Cas 0.6-20160217-SR,ClallamCoDCD,Nitrogen,2737.08,mg/l,Final,Actual,1
Cas 0.6-20160217-SR,ClallamCoDCD,Phosphorus,82.29,mg/l,Final,Actual,1
Cas 0.6-20160217-SR,ClallamCoDCD,Silicate,6904.74,mg/l,Final,Actual,1
Cas 0.6-20160217-SR,ClallamCoDCD,Gage height,0.74,ft,Final,Actual,1
Cas 0.6-20160315-SR,ClallamCoDCD,"Temperature, water",7.7,deg C,Final,Actual,1
Cas 0.6-20160315-SR,ClallamCoDCD,pH,7.5,None,Final,Actual,1
Cas 0.6-20160315-SR,ClallamCoDCD,Dissolved oxygen (DO),11.1,mg/l,Final,Actual,1
Cas 0.6-20160315-SR,ClallamCoDCD,Specific conductance,278,mS/cm,Final,Actual,1
Cas 0.6-20160315-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20160315-SR,ClallamCoDCD,Turbidity,8,FNU,Final,Actual,1
Cas 0.6-20160315-SR,ClallamCoDCD,Fecal Coliform,100,cfu/100ml,Final,Actual,1
Cas 0.6-20160315-SR,ClallamCoDCD,Nitrite,6.39,mg/l,Final,Actual,1
Cas 0.6-20160315-SR,ClallamCoDCD,Ammonia-nitrogen,10.5,mg/l,Final,Actual,1
Cas 0.6-20160315-SR,ClallamCoDCD,Nitrogen,2674.91,mg/l,Final,Actual,1
Cas 0.6-20160315-SR,ClallamCoDCD,Phosphorus,38.4,mg/l,Final,Actual,1
Cas 0.6-20160315-SR,ClallamCoDCD,Silicate,8125.85,mg/l,Final,Actual,1
Cas 0.6-20160315-SR,ClallamCoDCD,Gage height,0.74,ft,Final,Actual,1
Cas 0.6-20160411-SR,ClallamCoDCD,Gage height,0.62,ft,Final,Actual,1
Cas 0.6-20160502-SR,ClallamCoDCD,Fecal Coliform,60,cfu/100ml,Final,Actual,1
Cas 0.6-20160502-SR,ClallamCoDCD,Gage height,0.66,ft,Final,Actual,1
Cas 0.6-20160517-SR,ClallamCoDCD,Gage height,0.68,ft,Final,Actual,1
Cas 0.6-20160621-SR,ClallamCoDCD,Gage height,0.68,ft,Final,Actual,1
Cas 0.6-20160719-SR,ClallamCoDCD,Gage height,0.7,ft,Final,Actual,1
Cas 0.6-20160815-SR,ClallamCoDCD,Gage height,0.7,ft,Final,Actual,1
Cas 0.6-20160920-SR,ClallamCoDCD,Gage height,0.64,ft,Final,Actual,1
Cas 0.6-20161018-SR,ClallamCoDCD,"Temperature, water",10.4,deg C,Final,Actual,1
Cas 0.6-20161018-SR,ClallamCoDCD,pH,7.9,None,Final,Actual,1
Cas 0.6-20161018-SR,ClallamCoDCD,Dissolved oxygen (DO),9.6,mg/l,Final,Actual,1
Cas 0.6-20161018-SR,ClallamCoDCD,Specific conductance,247,mS/cm,Final,Actual,1
Cas 0.6-20161018-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20161018-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
Cas 0.6-20161018-SR,ClallamCoDCD,Fecal Coliform,2,cfu/100ml,Final,Actual,1
Cas 0.6-20161018-SR,ClallamCoDCD,Nitrite,2.69,mg/l,Final,Actual,1
Cas 0.6-20161018-SR,ClallamCoDCD,Ammonia-nitrogen,7,mg/l,Final,Actual,1
Cas 0.6-20161018-SR,ClallamCoDCD,Nitrogen,1806.62,mg/l,Final,Actual,1
Cas 0.6-20161018-SR,ClallamCoDCD,Phosphorus,17.03,mg/l,Final,Actual,1
Cas 0.6-20161018-SR,ClallamCoDCD,Silicate,6581.71,mg/l,Final,Actual,1
Cas 0.6-20161018-SR,ClallamCoDCD,Gage height,0.68,ft,Final,Actual,1
Cas 0.6-20161114-SR,ClallamCoDCD,"Temperature, water",10.6,deg C,Final,Actual,1
Cas 0.6-20161114-SR,ClallamCoDCD,pH,7.7,None,Final,Actual,1
Cas 0.6-20161114-SR,ClallamCoDCD,Dissolved oxygen (DO),9,mg/l,Final,Actual,1
Cas 0.6-20161114-SR,ClallamCoDCD,Specific conductance,245,mS/cm,Final,Actual,1
Cas 0.6-20161114-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20161114-SR,ClallamCoDCD,Turbidity,0,FNU,Final,Actual,1
Cas 0.6-20161114-SR,ClallamCoDCD,Fecal Coliform,16,cfu/100ml,Final,Actual,1
Cas 0.6-20161114-SR,ClallamCoDCD,Nitrite,2.5,mg/l,Final,Actual,1
Cas 0.6-20161114-SR,ClallamCoDCD,Ammonia-nitrogen,8.1,mg/l,Final,Actual,1
Cas 0.6-20161114-SR,ClallamCoDCD,Nitrogen,2311.72,mg/l,Final,Actual,1
Cas 0.6-20161114-SR,ClallamCoDCD,Phosphorus,25.7,mg/l,Final,Actual,1
Cas 0.6-20161114-SR,ClallamCoDCD,Silicate,6843.89,mg/l,Final,Actual,1
Cas 0.6-20161114-SR,ClallamCoDCD,Gage height,0.72,ft,Final,Actual,1
Cas 0.6-20161213-SR,ClallamCoDCD,"Temperature, water",4.9,deg C,Final,Actual,1
Cas 0.6-20161213-SR,ClallamCoDCD,pH,8.1,None,Final,Actual,1
Cas 0.6-20161213-SR,ClallamCoDCD,Dissolved oxygen (DO),11.4,mg/l,Final,Actual,1
Cas 0.6-20161213-SR,ClallamCoDCD,Specific conductance,250,mS/cm,Final,Actual,1
Cas 0.6-20161213-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20161213-SR,ClallamCoDCD,Turbidity,1,FNU,Final,Actual,1
Cas 0.6-20161213-SR,ClallamCoDCD,Fecal Coliform,6,cfu/100ml,Final,Actual,1
Cas 0.6-20161213-SR,ClallamCoDCD,Nitrite,4.99,mg/l,Final,Actual,1
Cas 0.6-20161213-SR,ClallamCoDCD,Ammonia-nitrogen,27.6,mg/l,Final,Actual,1
Cas 0.6-20161213-SR,ClallamCoDCD,Nitrogen,1619.96,mg/l,Final,Actual,1
Cas 0.6-20161213-SR,ClallamCoDCD,Phosphorus,29.42,mg/l,Final,Actual,1
Cas 0.6-20161213-SR,ClallamCoDCD,Silicate,6600.89,mg/l,Final,Actual,1
Cas 0.6-20161213-SR,ClallamCoDCD,Gage height,0.58,ft,Final,Actual,1
Cas 0.6-20170109-SR,ClallamCoDCD,"Temperature, water",4.8,deg C,Final,Actual,1
Cas 0.6-20170109-SR,ClallamCoDCD,pH,7.8,None,Final,Actual,1
Cas 0.6-20170109-SR,ClallamCoDCD,Dissolved oxygen (DO),11.2,mg/l,Final,Actual,1
Cas 0.6-20170109-SR,ClallamCoDCD,Specific conductance,250,mS/cm,Final,Actual,1
Cas 0.6-20170109-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20170109-SR,ClallamCoDCD,Turbidity,4,FNU,Final,Actual,1
Cas 0.6-20170109-SR,ClallamCoDCD,Fecal Coliform,2,cfu/100ml,Final,Actual,1
Cas 0.6-20170109-SR,ClallamCoDCD,Nitrite,14.72,mg/l,Final,Actual,1
Cas 0.6-20170109-SR,ClallamCoDCD,Ammonia-nitrogen,75.2,mg/l,Final,Actual,1
Cas 0.6-20170109-SR,ClallamCoDCD,Nitrogen,1808.51,mg/l,Final,Actual,1
Cas 0.6-20170109-SR,ClallamCoDCD,Phosphorus,52.65,mg/l,Final,Actual,1
Cas 0.6-20170109-SR,ClallamCoDCD,Silicate,6457.3,mg/l,Final,Actual,1
Cas 0.6-20170109-SR,ClallamCoDCD,Gage height,0.66,ft,Final,Actual,1
Cas 0.6-20170214-SR,ClallamCoDCD,Gage height,0.58,ft,Final,Actual,1
Cas 0.6-20170314-SR,ClallamCoDCD,Gage height,0.56,ft,Final,Actual,1
Cas 0.6-20170417-SR,ClallamCoDCD,Gage height,0.48,ft,Final,Actual,1
Cas 0.6-20170509-SR,ClallamCoDCD,Gage height,0.48,ft,Final,Actual,1
Cas 0.6-20170613-SR,ClallamCoDCD,Gage height,0.5,ft,Final,Actual,1
Cas 0.6-20170718-SR,ClallamCoDCD,Gage height,0.44,ft,Final,Actual,1
Cas 0.6-20170814-SR,ClallamCoDCD,"Temperature, water",13.1,deg C,Final,Actual,1
Cas 0.6-20170814-SR,ClallamCoDCD,pH,8,None,Final,Actual,1
Cas 0.6-20170814-SR,ClallamCoDCD,Dissolved oxygen (DO),9.4,mg/l,Final,Actual,1
Cas 0.6-20170814-SR,ClallamCoDCD,Specific conductance,230,mS/cm,Final,Actual,1
Cas 0.6-20170814-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20170814-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
Cas 0.6-20170814-SR,ClallamCoDCD,Fecal Coliform,84,cfu/100ml,Final,Actual,1
Cas 0.6-20170814-SR,ClallamCoDCD,Nitrate,915.79,mg/l,Final,Actual,1
Cas 0.6-20170814-SR,ClallamCoDCD,Nitrite,2.56,mg/l,Final,Actual,1
Cas 0.6-20170814-SR,ClallamCoDCD,Ammonia-nitrogen,12.3,mg/l,Final,Actual,1
Cas 0.6-20170814-SR,ClallamCoDCD,Nitrogen,1338.43,mg/l,Final,Actual,1
Cas 0.6-20170814-SR,ClallamCoDCD,Phosphorus,45.41,mg/l,Final,Actual,1
Cas 0.6-20170814-SR,ClallamCoDCD,Silicate,6041.85,mg/l,Final,Actual,1
Cas 0.6-20170814-SR,ClallamCoDCD,Gage height,0.48,ft,Final,Actual,1
Cas 0.6-20170919-SR,ClallamCoDCD,Gage height,0.46,ft,Final,Actual,1
Cas 0.6-20171010-SR,ClallamCoDCD,"Temperature, water",9.9,deg C,Final,Actual,1
Cas 0.6-20171010-SR,ClallamCoDCD,pH,8.1,None,Final,Actual,1
Cas 0.6-20171010-SR,ClallamCoDCD,Dissolved oxygen (DO),10.3,mg/l,Final,Actual,1
Cas 0.6-20171010-SR,ClallamCoDCD,Specific conductance,228,mS/cm,Final,Actual,1
Cas 0.6-20171010-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20171010-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
Cas 0.6-20171010-SR,ClallamCoDCD,Fecal Coliform,56,cfu/100ml,Final,Actual,1
Cas 0.6-20171010-SR,ClallamCoDCD,Nitrate,977.64,mg/l,Final,Actual,1
Cas 0.6-20171010-SR,ClallamCoDCD,Nitrite,3.27,mg/l,Final,Actual,1
Cas 0.6-20171010-SR,ClallamCoDCD,Ammonia-nitrogen,42.3,mg/l,Final,Actual,1
Cas 0.6-20171010-SR,ClallamCoDCD,Nitrogen,1385.17,mg/l,Final,Actual,1
Cas 0.6-20171010-SR,ClallamCoDCD,Phosphorus,31.04,mg/l,Final,Actual,1
Cas 0.6-20171010-SR,ClallamCoDCD,Silicate,6228.65,mg/l,Final,Actual,1
Cas 0.6-20171010-SR,ClallamCoDCD,Gage height,0.44,ft,Final,Actual,1
Cas 0.6-20171113-SR,ClallamCoDCD,"Temperature, water",8.7,deg C,Final,Actual,1
Cas 0.6-20171113-SR,ClallamCoDCD,Dissolved oxygen (DO),9.5,mg/l,Final,Actual,1
Cas 0.6-20171113-SR,ClallamCoDCD,Specific conductance,235,mS/cm,Final,Actual,1
Cas 0.6-20171113-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20171113-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
Cas 0.6-20171113-SR,ClallamCoDCD,Fecal Coliform,2,cfu/100ml,Final,Actual,1
Cas 0.6-20171113-SR,ClallamCoDCD,Nitrate,647.24,mg/l,Final,Actual,1
Cas 0.6-20171113-SR,ClallamCoDCD,Nitrite,2.16,mg/l,Final,Actual,1
Cas 0.6-20171113-SR,ClallamCoDCD,Ammonia-nitrogen,7,mg/l,Final,Actual,1
Cas 0.6-20171113-SR,ClallamCoDCD,Nitrogen,1178.8,mg/l,Final,Actual,1
Cas 0.6-20171113-SR,ClallamCoDCD,Phosphorus,36.95,mg/l,Final,Actual,1
Cas 0.6-20171113-SR,ClallamCoDCD,Silicate,6419.07,mg/l,Final,Actual,1
Cas 0.6-20171113-SR,ClallamCoDCD,Gage height,0.54,ft,Final,Actual,1
Cas 0.6-20171212-SR,ClallamCoDCD,"Temperature, water",5.8,deg C,Final,Actual,1
Cas 0.6-20171212-SR,ClallamCoDCD,Dissolved oxygen (DO),11.4,mg/l,Final,Actual,1
Cas 0.6-20171212-SR,ClallamCoDCD,Specific conductance,236,mS/cm,Final,Actual,1
Cas 0.6-20171212-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20171212-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
Cas 0.6-20171212-SR,ClallamCoDCD,Fecal Coliform,2,cfu/100ml,Final,Actual,1
Cas 0.6-20171212-SR,ClallamCoDCD,Nitrate,957.7,mg/l,Final,Actual,1
Cas 0.6-20171212-SR,ClallamCoDCD,Nitrite,3.04,mg/l,Final,Actual,1
Cas 0.6-20171212-SR,ClallamCoDCD,Ammonia-nitrogen,20.2,mg/l,Final,Actual,1
Cas 0.6-20171212-SR,ClallamCoDCD,Nitrogen,1231.31,mg/l,Final,Actual,1
Cas 0.6-20171212-SR,ClallamCoDCD,Phosphorus,27.56,mg/l,Final,Actual,1
Cas 0.6-20171212-SR,ClallamCoDCD,Silicate,6747.98,mg/l,Final,Actual,1
Cas 0.6-20171212-SR,ClallamCoDCD,Gage height,0.53,ft,Final,Actual,1
Cas 0.6-20180108-SR,ClallamCoDCD,"Temperature, water",7.9,deg C,Final,Actual,1
Cas 0.6-20180108-SR,ClallamCoDCD,Dissolved oxygen (DO),10.4,mg/l,Final,Actual,1
Cas 0.6-20180108-SR,ClallamCoDCD,Specific conductance,248,mS/cm,Final,Actual,1
Cas 0.6-20180108-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20180108-SR,ClallamCoDCD,Turbidity,2,FNU,Final,Actual,1
Cas 0.6-20180108-SR,ClallamCoDCD,Fecal Coliform,2,cfu/100ml,Final,Actual,1
Cas 0.6-20180108-SR,ClallamCoDCD,Nitrite,6.05,mg/l,Final,Actual,1
Cas 0.6-20180108-SR,ClallamCoDCD,Ammonia-nitrogen,22.5,mg/l,Final,Actual,1
Cas 0.6-20180108-SR,ClallamCoDCD,Nitrogen,1478.08,mg/l,Final,Actual,1
Cas 0.6-20180108-SR,ClallamCoDCD,Phosphorus,32.6,mg/l,Final,Actual,1
Cas 0.6-20180108-SR,ClallamCoDCD,Silicate,6921.69,mg/l,Final,Actual,1
Cas 0.6-20180108-SR,ClallamCoDCD,Gage height,0.62,ft,Final,Actual,1
Cas 0.6-20180213-SR,ClallamCoDCD,"Temperature, water",4.9,deg C,Final,Actual,1
Cas 0.6-20180213-SR,ClallamCoDCD,pH,8,None,Final,Actual,1
Cas 0.6-20180213-SR,ClallamCoDCD,Dissolved oxygen (DO),12.1,mg/l,Final,Actual,1
Cas 0.6-20180213-SR,ClallamCoDCD,Specific conductance,252,mS/cm,Final,Actual,1
Cas 0.6-20180213-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20180213-SR,ClallamCoDCD,Turbidity,3,FNU,Final,Actual,1
Cas 0.6-20180213-SR,ClallamCoDCD,Fecal Coliform,2,cfu/100ml,Final,Actual,1
Cas 0.6-20180213-SR,ClallamCoDCD,Nitrite,8.09,mg/l,Final,Actual,1
Cas 0.6-20180213-SR,ClallamCoDCD,Ammonia-nitrogen,25.9,mg/l,Final,Actual,1
Cas 0.6-20180213-SR,ClallamCoDCD,Nitrogen,1658.27,mg/l,Final,Actual,1
Cas 0.6-20180213-SR,ClallamCoDCD,Phosphorus,48.32,mg/l,Final,Actual,1
Cas 0.6-20180213-SR,ClallamCoDCD,Silicate,6369.04,mg/l,Final,Actual,1
Cas 0.6-20180213-SR,ClallamCoDCD,Gage height,0.6,ft,Final,Actual,1
Cas 0.6-20180313-SR,ClallamCoDCD,"Temperature, water",9,deg C,Final,Actual,1
Cas 0.6-20180313-SR,ClallamCoDCD,pH,8,None,Final,Actual,1
Cas 0.6-20180313-SR,ClallamCoDCD,Dissolved oxygen (DO),10.4,mg/l,Final,Actual,1
Cas 0.6-20180313-SR,ClallamCoDCD,Specific conductance,249,mS/cm,Final,Actual,1
Cas 0.6-20180313-SR,ClallamCoDCD,Salinity,0.1,ppt,Final,Actual,1
Cas 0.6-20180313-SR,ClallamCoDCD,Turbidity,6,FNU,Final,Actual,1
Cas 0.6-20180313-SR,ClallamCoDCD,Fecal Coliform,90,cfu/100ml,Final,Actual,1
Cas 0.6-20180313-SR,ClallamCoDCD,Nitrite,6.93,mg/l,Final,Actual,1
Cas 0.6-20180313-SR,ClallamCoDCD,Ammonia-nitrogen,23,mg/l,Final,Actual,1
Cas 0.6-20180313-SR,ClallamCoDCD,Nitrogen,1875.99,mg/l,Final,Actual,1
Cas 0.6-20180313-SR,ClallamCoDCD,Phosphorus,58.02,mg/l,Final,Actual,1
Cas 0.6-20180313-SR,ClallamCoDCD,Silicate,6327.57,mg/l,Final,Actual,1
Cas 0.6-20180313-SR,ClallamCoDCD,Gage height,0.58,ft,Final,Actual,1
Cas 0.6-20180416-SR,ClallamCoDCD,Gage height,0.5,ft,Final,Actual,1
